Date,rf_rate
2018-04-24,0.00020444444444444443
2018-04-25,0.00020222222222222223
2018-04-26,0.00019888888888888888
2018-04-27,0.00019777777777777778
2018-04-30,0.00020444444444444443
2018-05-01,0.00020222222222222223
2018-05-02,0.00020111111111111114
2018-05-03,0.00020000000000000004
2018-05-04,0.00020000000000000004
2018-05-07,0.00020333333333333333
2018-05-08,0.00020444444444444443
2018-05-09,0.00020555555555555559
2018-05-10,0.00020666666666666668
2018-05-11,0.00020888888888888886
2018-05-14,0.0002111111111111111
2018-05-15,0.00021
2018-05-16,0.00020888888888888886
2018-05-17,0.00020888888888888886
2018-05-18,0.00020777777777777778
2018-05-21,0.0002111111111111111
2018-05-22,0.0002111111111111111
2018-05-23,0.00020888888888888886
2018-05-24,0.00020777777777777778
2018-05-25,0.00020666666666666668
2018-05-29,0.0002111111111111111
2018-05-30,0.0002111111111111111
2018-05-31,0.00021
2018-06-01,0.00020888888888888886
2018-06-04,0.0002122222222222222
2018-06-05,0.0002122222222222222
2018-06-06,0.0002122222222222222
2018-06-07,0.0002111111111111111
2018-06-08,0.00021
2018-06-11,0.0002122222222222222
2018-06-12,0.00021
2018-06-13,0.0002111111111111111
2018-06-14,0.0002111111111111111
2018-06-15,0.0002111111111111111
2018-06-18,0.0002122222222222222
2018-06-19,0.0002122222222222222
2018-06-20,0.0002111111111111111
2018-06-21,0.0002111111111111111
2018-06-22,0.00021
2018-06-25,0.0002111111111111111
2018-06-26,0.0002111111111111111
2018-06-27,0.00021
2018-06-28,0.00021
2018-06-29,0.00021
2018-07-02,0.00021666666666666666
2018-07-03,0.00021555555555555556
2018-07-05,0.0002133333333333333
2018-07-06,0.00021444444444444443
2018-07-09,0.00021666666666666666
2018-07-10,0.00021666666666666666
2018-07-11,0.00021444444444444443
2018-07-12,0.00021555555555555556
2018-07-13,0.00021555555555555556
2018-07-16,0.00021999999999999998
2018-07-17,0.00021999999999999998
2018-07-18,0.00021777777777777778
2018-07-19,0.00021777777777777778
2018-07-20,0.00021666666666666666
2018-07-23,0.00021777777777777778
2018-07-24,0.00021999999999999998
2018-07-25,0.00021888888888888888
2018-07-26,0.00021666666666666666
2018-07-27,0.00021777777777777778
2018-07-30,0.0002233333333333333
2018-07-31,0.00022111111111111113
2018-08-01,0.00022111111111111113
2018-08-02,0.00021999999999999998
2018-08-03,0.00021888888888888888
2018-08-06,0.00022444444444444443
2018-08-07,0.00022444444444444443
2018-08-08,0.00022444444444444443
2018-08-09,0.00022444444444444443
2018-08-10,0.0002233333333333333
2018-08-13,0.00022555555555555553
2018-08-14,0.00022666666666666668
2018-08-15,0.00022555555555555553
2018-08-16,0.00022555555555555553
2018-08-17,0.0002233333333333333
2018-08-20,0.00022555555555555553
2018-08-21,0.00022666666666666668
2018-08-22,0.00022777777777777775
2018-08-23,0.00022666666666666668
2018-08-24,0.00022777777777777775
2018-08-27,0.0002311111111111111
2018-08-28,0.0002322222222222222
2018-08-29,0.0002322222222222222
2018-08-30,0.00023
2018-08-31,0.00023
2018-09-04,0.0002322222222222222
2018-09-05,0.00023333333333333336
2018-09-06,0.0002322222222222222
2018-09-07,0.00023333333333333336
2018-09-10,0.0002344444444444444
2018-09-11,0.0002344444444444444
2018-09-12,0.00023555555555555556
2018-09-13,0.0002344444444444444
2018-09-14,0.00023555555555555556
2018-09-17,0.00023666666666666665
2018-09-18,0.00023666666666666665
2018-09-19,0.00023555555555555556
2018-09-20,0.00023666666666666665
2018-09-21,0.0002377777777777778
2018-09-24,0.00024222222222222223
2018-09-25,0.0002411111111111111
2018-09-26,0.00024
2018-09-27,0.0002377777777777778
2018-09-28,0.00023888888888888888
2018-10-01,0.00024333333333333333
2018-10-02,0.00024333333333333333
2018-10-03,0.00024333333333333333
2018-10-04,0.00024222222222222223
2018-10-05,0.00024222222222222223
2018-10-09,0.00024555555555555556
2018-10-10,0.0002477777777777778
2018-10-11,0.0002466666666666667
2018-10-12,0.0002477777777777778
2018-10-15,0.00025222222222222226
2018-10-16,0.0002511111111111111
2018-10-17,0.00025222222222222226
2018-10-18,0.00025222222222222226
2018-10-19,0.0002511111111111111
2018-10-22,0.00025555555555555553
2018-10-23,0.00025444444444444446
2018-10-24,0.00025444444444444446
2018-10-25,0.00025444444444444446
2018-10-26,0.00025333333333333333
2018-10-29,0.00025555555555555553
2018-10-30,0.00025444444444444446
2018-10-31,0.00025444444444444446
2018-11-01,0.00025222222222222226
2018-11-02,0.00025333333333333333
2018-11-05,0.0002577777777777778
2018-11-06,0.00025666666666666665
2018-11-07,0.0002577777777777778
2018-11-08,0.00025555555555555553
2018-11-09,0.00025666666666666665
2018-11-13,0.00026
2018-11-14,0.0002588888888888889
2018-11-15,0.0002577777777777778
2018-11-16,0.00025666666666666665
2018-11-19,0.00026
2018-11-20,0.00026
2018-11-21,0.00026222222222222223
2018-11-23,0.00026222222222222223
2018-11-26,0.00026333333333333336
2018-11-27,0.00026222222222222223
2018-11-28,0.0002611111111111111
2018-11-29,0.0002577777777777778
2018-11-30,0.0002577777777777778
2018-12-03,0.00026
2018-12-04,0.00026444444444444443
2018-12-06,0.00026222222222222223
2018-12-07,0.0002611111111111111
2018-12-10,0.00026333333333333336
2018-12-11,0.00026333333333333336
2018-12-12,0.00026555555555555555
2018-12-13,0.00026444444444444443
2018-12-14,0.00026333333333333336
2018-12-17,0.00026222222222222223
2018-12-18,0.00026
2018-12-19,0.0002611111111111111
2018-12-20,0.00026
2018-12-21,0.00026
2018-12-24,0.00026777777777777775
2018-12-26,0.00026555555555555555
2018-12-27,0.00026222222222222223
2018-12-28,0.0002611111111111111
2018-12-31,0.0002666666666666667
2019-01-02,0.00026333333333333336
2019-01-03,0.00026222222222222223
2019-01-04,0.00026333333333333336
2019-01-07,0.00026777777777777775
2019-01-08,0.00026777777777777775
2019-01-09,0.0002666666666666667
2019-01-10,0.00026444444444444443
2019-01-11,0.00026444444444444443
2019-01-14,0.0002666666666666667
2019-01-15,0.0002666666666666667
2019-01-16,0.00026444444444444443
2019-01-17,0.00026333333333333336
2019-01-18,0.00026222222222222223
2019-01-22,0.00026444444444444443
2019-01-23,0.00026222222222222223
2019-01-24,0.0002577777777777778
2019-01-25,0.00026
2019-01-28,0.00026333333333333336
2019-01-29,0.00026333333333333336
2019-01-30,0.00026333333333333336
2019-01-31,0.00026222222222222223
2019-02-01,0.0002611111111111111
2019-02-04,0.00026333333333333336
2019-02-05,0.00026333333333333336
2019-02-06,0.00026333333333333336
2019-02-07,0.00026333333333333336
2019-02-08,0.00026444444444444443
2019-02-11,0.0002666666666666667
2019-02-12,0.00026444444444444443
2019-02-13,0.00026555555555555555
2019-02-14,0.00026444444444444443
2019-02-15,0.00026444444444444443
2019-02-19,0.00026777777777777775
2019-02-20,0.0002666666666666667
2019-02-21,0.0002666666666666667
2019-02-22,0.00026777777777777775
2019-02-25,0.0002688888888888889
2019-02-26,0.0002666666666666667
2019-02-27,0.0002666666666666667
2019-02-28,0.0002666666666666667
2019-03-01,0.00026555555555555555
2019-03-04,0.00026777777777777775
2019-03-05,0.00026777777777777775
2019-03-06,0.00026777777777777775
2019-03-07,0.0002666666666666667
2019-03-08,0.00026777777777777775
2019-03-11,0.00026777777777777775
2019-03-12,0.00026777777777777775
2019-03-13,0.0002666666666666667
2019-03-14,0.0002666666666666667
2019-03-15,0.0002666666666666667
2019-03-18,0.00026555555555555555
2019-03-19,0.00026777777777777775
2019-03-20,0.0002688888888888889
2019-03-21,0.00027
2019-03-22,0.00026777777777777775
2019-03-25,0.00026777777777777775
2019-03-26,0.00026777777777777775
2019-03-27,0.00026555555555555555
2019-03-28,0.00026444444444444443
2019-03-29,0.0002611111111111111
2019-04-01,0.00026444444444444443
2019-04-02,0.00026333333333333336
2019-04-03,0.00026555555555555555
2019-04-04,0.00026555555555555555
2019-04-05,0.00026555555555555555
2019-04-08,0.00026444444444444443
2019-04-09,0.00026333333333333336
2019-04-10,0.00026444444444444443
2019-04-11,0.00026444444444444443
2019-04-12,0.00026555555555555555
2019-04-15,0.00026444444444444443
2019-04-16,0.00026444444444444443
2019-04-17,0.00026555555555555555
2019-04-18,0.00026333333333333336
2019-04-22,0.00026555555555555555
