Date,Open,High,Low,Close,Volume
4/15/2015 16:00:00,100.54,101.24,100.33,100.6,8236933
4/16/2015 16:00:00,100.27,100.32,99.77,99.79,7324783
4/17/2015 16:00:00,99.37,99.85,99.11,99.58,11084197
4/20/2015 16:00:00,100.26,100.88,100.05,100.21,6668421
4/21/2015 16:00:00,100.66,100.99,100.16,100.3,6532643
4/22/2015 16:00:00,100.63,100.8,99.96,100.43,4764283
4/23/2015 16:00:00,100.5,100.82,99.91,100.46,7351494
4/24/2015 16:00:00,100.11,101.53,100,101.08,6566776
4/27/2015 16:00:00,101.16,101.6,100.47,100.58,9113858
4/28/2015 16:00:00,100.45,100.95,99.31,100.74,7484581
4/29/2015 16:00:00,100.51,100.61,99.9,100.39,8919531
4/30/2015 16:00:00,100.07,100.15,98.77,99.2,10170411
5/01/2015 16:00,99.62,100.39,99.62,100.13,6255973
5/04/2015 16:00,100.33,100.55,100.16,100.35,5524492
5/05/2015 16:00,100.13,100.29,99.29,99.5,8828129
5/06/2015 16:00,99.62,99.87,98.66,99.17,8030308
5/07/2015 16:00,98.94,100,98.91,99.66,6401552
5/08/2015 16:00,100.48,101.67,100.44,101.47,7508622
5/11/2015 16:00,101.32,101.66,101.01,101.03,5698876
5/12/2015 16:00,100.88,101.05,100.28,100.47,6903070
5/13/2015 16:00:00,100.68,101.13,100.47,100.55,5826540
5/14/2015 16:00:00,100.97,101.87,100.95,101.83,5454009
5/15/2015 16:00:00,101.98,102.32,101.67,102.3,6023443
5/18/2015 16:00:00,102.37,104.34,102.32,103.42,10479526
5/19/2015 16:00:00,103.66,104.12,103.25,103.96,7723436
5/20/2015 16:00:00,104.42,104.48,103.31,103.6,7144444
5/21/2015 16:00:00,102.91,103.3,102.34,102.42,6875527
5/22/2015 16:00:00,102.27,102.41,101.33,101.35,6216910
5/26/2015 16:00:00,101.23,101.55,100.58,100.82,7918147
5/27/2015 16:00:00,101.01,101.41,100.8,101.13,9297634
5/28/2015 16:00:00,101.01,101.7,100.81,101.15,5700051
5/29/2015 16:00:00,101.55,101.62,99.83,100.14,9956950
6/01/2015 16:00,100.28,100.6,99.72,100.04,7297785
6/02/2015 16:00,99.92,100.24,99.1,99.98,8312446
6/03/2015 16:00,100.32,100.43,99.84,100.09,5375103
6/04/2015 16:00,99.94,100.47,99.06,99.23,8057235
6/05/2015 16:00,98.99,99.05,98.2,98.59,7557116
6/08/2015 16:00,98.6,98.98,97.96,97.96,7053480
6/09/2015 16:00,98.44,98.54,97.8,98.21,7844165
6/10/2015 16:00,98.48,99.55,98.2,98.88,10024886
6/11/2015 16:00,99.2,99.8,98.83,99.24,6175188
6/12/2015 16:00,98.88,99.23,98.12,98.35,8715477
6/15/2015 16:00:00,97.75,97.87,97.01,97.49,6833392
6/16/2015 16:00:00,97.5,98.49,97.1,98.36,6049307
6/17/2015 16:00:00,98.38,99.12,98.15,98.73,6155753
6/18/2015 16:00:00,98.86,100.55,98.71,100.36,8815676
6/19/2015 16:00:00,99.88,100.2,99.78,99.86,11652639
6/22/2015 16:00:00,100.6,100.84,99.99,100.09,5055771
6/23/2015 16:00:00,100.1,100.36,99.48,99.78,6046622
6/24/2015 16:00:00,99.51,99.81,99.07,99.33,7254687
6/25/2015 16:00:00,99.5,99.98,99.11,99.12,6575332
6/26/2015 16:00:00,99.43,100.13,99.12,99.64,9040744
6/29/2015 16:00:00,98.98,99.35,97.62,97.68,11150872
6/30/2015 16:00:00,98.43,98.45,97.3,97.46,8966606
7/01/2015 16:00,98.3,98.68,97.64,98.47,6725444
7/02/2015 16:00,98.85,99.02,98.32,98.44,6091746
7/06/2015 16:00,97.71,98.5,96.64,98.2,6817541
7/07/2015 16:00,98.63,98.98,97.52,98.92,7122469
7/08/2015 16:00,98.42,98.59,97.69,97.77,6845528
7/09/2015 16:00,99.05,99.54,98.4,98.4,7316365
7/10/2015 16:00,99.78,99.89,99.09,99.53,6969235
7/13/2015 16:00:00,100.05,100.48,99.87,100.27,6984990
7/14/2015 16:00:00,99.26,99.88,98.55,99.78,9889543
7/15/2015 16:00:00,99.76,100.94,99.63,100.42,7990325
7/16/2015 16:00:00,100.95,101.36,100.78,101.11,5774981
7/17/2015 16:00:00,100.89,100.91,99.96,100.08,8053893
7/20/2015 16:00:00,100.5,100.65,100.1,100.37,5014022
7/21/2015 16:00:00,100.6,100.81,100.07,100.34,5891190
7/22/2015 16:00:00,100.41,100.71,99.73,100.18,6721346
7/23/2015 16:00:00,100.5,100.6,100,100.2,5015299
7/24/2015 16:00:00,99.75,99.95,99.05,99.15,6524089
7/27/2015 16:00:00,98.97,98.99,97.92,98.28,8733905
7/28/2015 16:00:00,98.89,99.23,98.42,99.02,7757435
7/29/2015 16:00:00,99.26,100.05,99.05,99.73,7853485
7/30/2015 16:00:00,99.8,100,99.38,99.84,5517401
7/31/2015 16:00:00,100.34,100.98,99.96,100.21,6216815
8/03/2015 16:00,100,100.21,99.23,100.02,6172001
8/04/2015 16:00,100.41,100.5,99.65,99.8,6005340
8/05/2015 16:00,100.57,101,100.35,100.52,4570580
8/06/2015 16:00,100.49,100.6,99.01,99.07,6987937
8/07/2015 16:00,99.02,99.07,98.16,98.85,6027743
8/10/2015 16:00,99.57,100.06,99.45,99.79,6133408
8/11/2015 16:00,99.05,99.34,98.77,99.01,6682424
8/12/2015 16:00,98.4,98.73,97.41,98.71,7607491
8/13/2015 16:00:00,98.74,98.98,98.15,98.48,5047960
8/14/2015 16:00:00,98.33,98.83,97.87,98.81,5177260
8/17/2015 16:00:00,98.44,99.88,98.06,99.87,6901809
8/18/2015 16:00:00,99.24,99.68,99.02,99.37,7618826
8/19/2015 16:00:00,99.18,99.99,98.78,99.31,7642349
8/20/2015 16:00:00,98.95,100.12,98.79,98.79,10618930
8/21/2015 16:00:00,97.22,98.52,95.51,95.56,16140631
8/24/2015 16:00:00,91.08,95.21,81.79,92.82,25633357
8/25/2015 16:00:00,95.69,95.7,90.4,90.73,15670311
8/26/2015 16:00:00,92.91,95.22,91.46,95.11,14738119
8/27/2015 16:00:00,96.1,96.4,94.35,96.22,11131212
8/28/2015 16:00:00,95.93,96.29,94.38,95.17,9200294
8/31/2015 16:00:00,94.88,95.17,93.58,93.98,9083111
9/01/2015 16:00,92.29,92.89,91.46,92.09,14592243
9/02/2015 16:00,93.17,93.47,92.5,93.35,11517363
9/03/2015 16:00,93.66,94.09,92.26,92.64,9026270
9/04/2015 16:00,91.58,91.88,90.57,91.31,10997086
9/08/2015 16:00,93.09,93.98,92.51,93.94,11393769
9/09/2015 16:00,94.99,95.16,92.03,92.22,7383421
9/10/2015 16:00,92.11,93.48,91.62,92.72,8358704
9/11/2015 16:00,92.44,93,91.8,92.93,7381327
9/14/2015 16:00:00,92.9,93.91,92.51,93.32,7948511
9/15/2015 16:00:00,93.79,94.75,93.19,94.4,7030479
9/16/2015 16:00:00,94.49,94.82,93.82,94.61,5630377
9/17/2015 16:00:00,94.53,96.19,94.32,94.84,8258041
9/18/2015 16:00:00,94.08,94.72,93.25,93.39,14211147
9/21/2015 16:00:00,93.87,94.6,92.37,93.13,7053405
9/22/2015 16:00:00,92.26,93.44,91.88,93.24,10618620
9/23/2015 16:00:00,93.21,93.7,92.56,92.99,5608170
9/24/2015 16:00:00,92.52,92.94,91.78,92.48,7407488
9/25/2015 16:00:00,92.93,93.13,90.76,91,10794168
9/28/2015 16:00:00,90.7,92.07,89.9,91.37,14332432
9/29/2015 16:00:00,92.24,93.84,91.83,93.04,11519916
9/30/2015 16:00:00,94.13,94.47,92.59,93.35,10969901
10/01/2015 16:00,93.43,93.85,91.76,93.17,9675937
10/02/2015 16:00,92.14,93.97,91.84,93.93,8367839
10/05/2015 16:00,94.19,94.82,94.08,94.76,9419172
10/06/2015 16:00,94.52,94.66,92.58,93.42,8365219
10/07/2015 16:00,94.26,95.42,93.44,94.98,9466339
10/08/2015 16:00,94.71,95.2,93.81,95.08,7090460
10/09/2015 16:00,95.14,95.96,94.78,95.37,8259654
10/12/2015 16:00,95.07,96.47,94.98,95.99,8956367
10/13/2015 16:00:00,94.79,96.23,94.31,95.45,12761686
10/14/2015 16:00:00,95.21,95.96,94.12,94.53,8881850
10/15/2015 16:00:00,95,97.35,94.86,97.15,9561691
10/16/2015 16:00:00,97.87,98.31,97.4,98.24,9495231
10/19/2015 16:00:00,98.05,98.2,97.31,97.94,8725430
10/20/2015 16:00:00,97.95,98.25,97.31,97.59,6041789
10/21/2015 16:00:00,97.64,98.22,97.07,97.63,7093295
10/22/2015 16:00:00,97.85,99.81,97.13,99.53,9887849
10/23/2015 16:00:00,99.88,100.88,99.53,100.31,9178572
10/26/2015 16:00:00,100.05,100.28,99.49,99.94,7561550
10/27/2015 16:00:00,99.92,100.9,99.7,100.19,8883164
10/28/2015 16:00:00,100.45,100.48,99.5,100.48,7256217
10/29/2015 16:00:00,100.47,101.53,100.12,101.37,6340702
10/30/2015 16:00:00,101.53,102.12,101.01,101.03,10519739
11/02/2015 16:00,101.18,102.34,100.84,102.17,6297929
11/03/2015 16:00,101.84,102.3,101.11,101.96,6229002
11/04/2015 16:00,101.9,102.39,101.69,101.94,5592309
11/05/2015 16:00,102.25,102.49,101.42,102.33,6545575
11/06/2015 16:00,101.57,101.92,100.86,101.92,6220880
11/09/2015 16:00,101.37,101.59,100.55,100.84,6625850
11/10/2015 16:00,101,101.76,100.68,101.45,5114204
11/11/2015 16:00,101.78,102.36,101.5,101.86,6284749
11/12/2015 16:00,101.14,101.61,100.22,100.27,6918621
11/13/2015 16:00:00,100.04,100.94,99.74,99.88,8517537
11/16/2015 16:00:00,100.38,101.29,100.04,101.22,5755304
11/17/2015 16:00:00,101.34,101.71,100.88,101.5,5124025
11/18/2015 16:00:00,101.53,102.8,101.31,102.67,7146079
11/19/2015 16:00:00,102.66,102.68,102.06,102.49,5162070
11/20/2015 16:00:00,102.49,102.8,102.2,102.48,7671507
11/23/2015 16:00:00,102.39,103,102.19,102.77,6730605
11/24/2015 16:00:00,101.81,102.79,101.81,102.04,7492381
11/25/2015 16:00:00,102.17,102.33,101.96,101.96,5401491
11/27/2015 16:00:00,102.28,102.62,101.79,102.37,2353779
11/30/2015 16:00:00,102.48,102.48,101.24,101.24,8982203
12/01/2015 16:00,101.73,102.49,101.12,102.36,7545986
12/02/2015 16:00,102.5,102.93,101.99,102.05,6623500
12/03/2015 16:00,102.27,102.37,100.31,100.79,12008737
12/04/2015 16:00,101.4,103,101.28,102.95,7843609
12/07/2015 16:00,102.61,103.49,102.6,103.32,7262911
12/08/2015 16:00,102.98,103.24,101.91,102.42,8005242
12/09/2015 16:00,102.14,103.34,101.67,102.15,7947007
12/10/2015 16:00,102.3,103.34,101.8,102.64,6477024
12/11/2015 16:00,102.37,102.37,101.43,101.68,7796497
12/14/2015 16:00:00,101.65,102.29,100.78,102.15,10640583
12/15/2015 16:00:00,102.65,104.69,102.65,104.13,9283118
12/16/2015 16:00:00,104.64,105.49,103.52,105.25,8178826
12/17/2015 16:00:00,105.16,105.26,103.63,103.64,8740732
12/18/2015 16:00:00,103.08,103.08,101.95,101.95,14905754
12/21/2015 16:00:00,102.34,102.92,100.85,101.58,8321937
12/22/2015 16:00:00,101.91,102.88,101.15,102.71,5581632
12/23/2015 16:00:00,103.11,103.67,102.74,103.49,5531571
12/24/2015 16:00:00,103.12,103.91,103.01,103.72,2546278
12/28/2015 16:00:00,103.18,103.47,102.93,103.22,4062956
12/29/2015 16:00:00,103.34,104.19,103.34,104.03,4229973
12/30/2015 16:00:00,104.11,104.34,103.53,103.78,3847819
12/31/2015 16:00:00,103.37,103.62,102.69,102.72,4592603
1/04/2016 16:00,101.71,101.81,99.45,100.48,12722656
1/05/2016 16:00,100.58,101.44,100.57,100.9,6467228
1/06/2016 16:00,99.82,100.97,99.6,100.39,7733187
1/07/2016 16:00,99.31,100.09,98.88,99.22,9432444
1/08/2016 16:00,99.88,99.94,97.85,98.16,9766654
1/11/2016 16:00,98.24,98.63,96.08,97.57,8151427
1/12/2016 16:00,97.99,98.63,97.24,98.24,6744479
1/13/2016 16:00:00,98.49,98.98,96.84,97.02,8289679
1/14/2016 16:00:00,97.1,99.47,97,98.89,10164144
1/15/2016 16:00:00,96.37,98,96.25,97,12661731
1/19/2016 16:00:00,97.93,98.41,96.9,97.5,12457715
1/20/2016 16:00:00,96.11,97.28,94.53,95.75,12685076
1/21/2016 16:00:00,95.77,96.64,94.28,95.94,11266289
1/22/2016 16:00:00,97.02,97.09,95.95,96.75,8379946
1/25/2016 16:00:00,96.72,97.69,96.04,96.4,9350081
1/26/2016 16:00:00,97.26,101.34,97.14,101.18,17266443
1/27/2016 16:00:00,100.49,103.38,100.49,102.16,19327417
1/28/2016 16:00:00,102.5,103.04,101.85,102.27,12789459
1/29/2016 16:00:00,102.89,104.75,102.63,104.44,15614567
2/01/2016 16:00,103.61,104.79,103.22,104.37,9803485
2/02/2016 16:00,103.3,104.26,103,103.41,10616349
2/03/2016 16:00,103.65,104.38,102.01,104.14,10168633
2/04/2016 16:00,103.61,104.09,102.73,103.9,10388998
2/05/2016 16:00,102.66,102.77,99.78,100.54,15521554
2/08/2016 16:00,100.31,103.51,100.22,102,14323726
2/09/2016 16:00,101.31,102.24,100.97,101.97,10043839
2/10/2016 16:00,102.05,102.91,101.37,101.73,9832924
2/11/2016 16:00,100.46,102.02,99.98,101.7,12465782
2/12/2016 16:00,101.82,101.98,100.72,101.82,9035013
2/16/2016 16:00:00,102.37,103.05,101.65,102.32,10451550
2/17/2016 16:00:00,102.75,103.24,102.23,102.5,8903978
2/18/2016 16:00:00,102.83,104.68,102.5,104.24,10743841
2/19/2016 16:00:00,103.58,104.68,103.38,104.16,9343260
2/22/2016 16:00:00,104.44,104.75,104.05,104.75,6946966
2/23/2016 16:00:00,104.65,104.79,103.96,104.08,6628981
2/24/2016 16:00:00,103.34,105.08,102.97,104.96,9074294
2/25/2016 16:00:00,104.95,106.39,104.77,106.38,8092383
2/26/2016 16:00:00,106.82,106.92,105.42,105.78,9049441
2/29/2016 16:00:00,105.28,106.2,105.04,105.21,10103370
3/01/2016 16:00,105.9,107.24,105.44,107.22,8298471
3/02/2016 16:00,106.91,107.41,106.43,107.04,9766929
3/03/2016 16:00,106.82,107,105.63,106.65,6927155
3/04/2016 16:00,106.51,106.98,106.07,106.5,6715668
3/07/2016 16:00,106,106.92,105.49,106.74,6973441
3/08/2016 16:00,106.52,106.77,105.97,106.22,7632880
3/09/2016 16:00,106.84,107.02,106.09,106.84,7564004
3/10/2016 16:00,106.99,107.48,106.07,107.14,10474747
3/11/2016 16:00,107.5,107.99,107.21,107.71,7763674
3/14/2016 16:00:00,107.92,108.3,107.31,107.66,7242758
3/15/2016 16:00:00,107.62,108.35,106.76,107.76,8476598
3/16/2016 16:00:00,107.73,107.78,106.88,107.41,7064681
3/17/2016 16:00:00,107.47,107.6,106.45,106.74,3670681
3/18/2016 16:00:00,106.99,107.84,106.36,107.5,14758303
3/21/2016 16:00:00,107.41,107.75,106.55,107.28,7674506
3/22/2016 16:00:00,107.28,107.63,107.05,107.38,7821676
3/23/2016 16:00:00,107.29,108.83,107.2,108.5,8191313
3/24/2016 16:00:00,108.22,108.61,107.75,108.31,6284486
3/28/2016 16:00:00,108.41,108.9,108.06,108.23,4738112
3/29/2016 16:00:00,108.3,109.25,107.74,109.14,6612287
3/30/2016 16:00:00,109.45,109.56,108.93,108.98,5248182
3/31/2016 16:00:00,108.86,108.98,108.04,108.2,8167693
4/01/2016 16:00,108,109.29,107.69,109.19,9043132
4/04/2016 16:00,108.82,109.1,108.26,108.59,10668875
4/05/2016 16:00,108.23,109.84,108.01,108.95,7938711
4/06/2016 16:00,108.72,109.5,107.88,109.42,6828705
4/07/2016 16:00,109,109.62,108.63,109.27,7822916
4/08/2016 16:00,109.37,109.64,108.76,109.1,6301634
4/11/2016 16:00,109.15,109.62,108.65,108.97,6823772
4/12/2016 16:00,109,110.24,108.75,109.6,8412127
4/13/2016 16:00:00,110,110.35,109.31,109.87,5758284
4/14/2016 16:00:00,110,110.29,109.45,109.84,4457099
4/15/2016 16:00:00,110.07,110.4,109.5,110.18,10057912
4/18/2016 16:00:00,110,111.1,109.67,110.93,7770104
4/19/2016 16:00:00,111.65,113.95,111.48,112.68,10525892
4/20/2016 16:00:00,113.19,114.19,113.05,113.58,8212733
4/21/2016 16:00:00,113.31,113.73,112.77,113.57,7884452
4/22/2016 16:00:00,113.43,113.75,112.83,113.32,7508390
4/25/2016 16:00:00,113.31,113.55,112.48,113.51,6139854
4/26/2016 16:00:00,113.45,113.56,112.65,112.91,5853561
4/27/2016 16:00:00,112.96,113.2,112.46,112.77,5759301
4/28/2016 16:00:00,112.1,112.71,111.64,112.48,6638616
4/29/2016 16:00:00,112.06,112.22,111.51,112.08,7774477
5/02/2016 16:00,112.22,112.79,111.93,112.75,5177742
5/03/2016 16:00,112.56,113.1,112.12,112.69,7553581
5/04/2016 16:00,112.04,112.54,111.7,112.22,5214649
5/05/2016 16:00,112.08,113.1,112.04,112.88,5404341
5/06/2016 16:00,112.58,113.05,112.28,112.74,6099839
5/09/2016 16:00,112.98,113.99,112.73,113.72,6512515
5/10/2016 16:00,114,115,113.92,114.67,8356402
5/11/2016 16:00,114.57,114.76,114.31,114.37,6680495
5/12/2016 16:00,114.5,114.76,113.54,114.23,7156263
5/13/2016 16:00:00,113.9,114.09,113.36,113.56,6779807
5/16/2016 16:00:00,113.39,114.63,113.31,114.44,6222861
5/17/2016 16:00:00,114.54,114.56,113.24,113.83,9233911
5/18/2016 16:00:00,113.61,114.03,112.88,113.59,8267333
5/19/2016 16:00:00,112.99,113.04,112.2,112.85,8231099
5/20/2016 16:00:00,112.2,112.92,111.76,112.64,7435083
5/23/2016 16:00:00,112.77,112.82,112.04,112.16,6462021
5/24/2016 16:00:00,112.52,113.5,112.52,112.69,6124559
5/25/2016 16:00:00,113.18,113.73,112.85,113.35,5455510
5/26/2016 16:00:00,113.11,113.32,112.85,112.9,3973425
5/27/2016 16:00:00,113.04,113.34,112.69,113.06,4647024
5/31/2016 16:00:00,113.26,113.63,112.32,112.69,10104705
6/01/2016 16:00,112.57,113.06,112.07,112.78,4749063
6/02/2016 16:00,112.87,114.65,112.86,114.49,7310716
6/03/2016 16:00,114.47,115.39,114.12,114.76,6881432
6/06/2016 16:00,114.97,116,114.93,115.77,6349758
6/07/2016 16:00,116.01,116.23,115.45,115.73,6417304
6/08/2016 16:00,115.52,115.95,115.41,115.8,5863782
6/09/2016 16:00,115.78,117.19,115.61,117,7375064
6/10/2016 16:00,116.74,117.23,116.36,117.01,6067428
6/13/2016 16:00:00,117.13,117.64,116.79,116.79,7940793
6/14/2016 16:00:00,116.45,117.18,116.3,117.12,6378395
6/15/2016 16:00:00,117.64,117.74,116.34,116.41,6370379
6/16/2016 16:00:00,115.69,116.89,115.22,116.64,6664815
6/17/2016 16:00:00,116.62,116.67,115.01,115.48,10702174
6/20/2016 16:00:00,116.6,117.14,116.43,116.54,5587701
6/21/2016 16:00:00,116.99,117.15,116.18,116.18,5491490
6/22/2016 16:00:00,116.54,117.21,116.31,116.46,5833754
6/23/2016 16:00:00,117.2,117.38,116.68,117.38,6775873
6/24/2016 16:00:00,115.07,117.12,115,115.63,13938370
6/27/2016 16:00:00,115,116.64,115,116.55,10893652
6/28/2016 16:00:00,117.17,118.37,116.55,118.23,10073497
6/29/2016 16:00:00,118.84,119.41,118.1,119.33,8340939
6/30/2016 16:00:00,119.18,121.41,119.16,121.3,11559912
7/01/2016 16:00,121.54,121.54,120.79,121.29,7051284
7/05/2016 16:00,121.36,123.23,121.34,122.27,9334041
7/06/2016 16:00,121.93,122.66,121.54,122.64,9332366
7/07/2016 16:00,122.59,122.81,122.01,122.51,6058477
7/08/2016 16:00,123,123.1,121.96,122.85,6129463
7/11/2016 16:00,122.71,123.45,122.41,122.93,6711586
7/12/2016 16:00,122.65,123.2,122.61,122.92,6415821
7/13/2016 16:00:00,122.68,123.4,122.3,123,5230801
7/14/2016 16:00:00,122.98,123.74,122.91,123.18,5322718
7/15/2016 16:00:00,123.77,124.3,122.71,123,7192725
7/18/2016 16:00:00,123,123.22,122.44,123.14,6594799
7/19/2016 16:00:00,124.78,125.75,123.34,125.25,11325107
7/20/2016 16:00:00,125.84,126.07,125.04,125.14,7334543
7/21/2016 16:00:00,125.21,125.74,124.89,125.15,5563937
7/22/2016 16:00:00,125.12,125.35,124.65,125.03,5839195
7/25/2016 16:00:00,125.07,125.13,124.14,124.89,4880519
7/26/2016 16:00:00,125.03,125.55,124.75,125.15,5589861
7/27/2016 16:00:00,125.1,125.23,124.34,124.77,4812534
7/28/2016 16:00:00,124.98,125,124.41,124.46,4320338
7/29/2016 16:00:00,124.34,125.32,124.34,125.23,7020810
8/01/2016 16:00,125.31,125.71,125.1,125.4,4614832
8/02/2016 16:00,125.65,125.9,124.48,124.85,7158693
8/03/2016 16:00,125,125,123.69,123.9,5310641
8/04/2016 16:00,124.24,124.39,123.64,123.86,4728165
8/05/2016 16:00,124.38,124.38,123.76,124.24,5146935
8/08/2016 16:00,124,124.15,123.23,123.65,5232159
8/09/2016 16:00,123.91,124,123.33,123.43,3941488
8/10/2016 16:00,123.59,123.78,123.24,123.36,4333465
8/11/2016 16:00,123.85,124.14,123.47,123.77,4051971
8/12/2016 16:00,123.47,123.77,122.95,123.22,4234672
8/15/2016 16:00:00,123.12,123.27,122.28,122.31,6469063
8/16/2016 16:00:00,122.11,122.32,120.06,120.33,11288496
8/17/2016 16:00:00,120.5,121.33,119.85,121.31,10442368
8/18/2016 16:00:00,121.17,121.39,119.9,120.72,8727100
8/19/2016 16:00:00,119.91,119.99,119.32,119.92,7798299
8/22/2016 16:00:00,119.9,119.9,118.95,119.13,6544854
8/23/2016 16:00:00,119.67,119.96,119.02,119.44,5603177
8/24/2016 16:00:00,119.48,119.61,118.62,118.71,6303942
8/25/2016 16:00:00,118.86,119.21,118.33,118.57,5565948
8/26/2016 16:00:00,118.84,119.74,118.56,119.04,6482673
8/29/2016 16:00:00,119.3,120.13,119.06,119.92,5074724
8/30/2016 16:00:00,120.67,120.67,119.26,119.47,3819510
8/31/2016 16:00:00,119.54,119.62,119.01,119.34,5693081
9/01/2016 16:00,119.19,119.39,118.6,119.08,4551792
9/02/2016 16:00,119.36,119.81,118.9,119.32,5806115
9/06/2016 16:00,119.78,119.97,119.36,119.75,5280652
9/07/2016 16:00,119.84,119.95,119.44,119.61,4753530
9/08/2016 16:00,119.37,119.82,119.14,119.47,4832910
9/09/2016 16:00,119.03,119.16,118.18,118.23,7956675
9/12/2016 16:00,117.76,119.45,117.38,119.16,7239669
9/13/2016 16:00:00,118.42,118.83,117.49,117.61,7957868
9/14/2016 16:00:00,117.85,118.33,117.46,117.86,6124894
9/15/2016 16:00:00,117.81,118.94,117.32,118.63,5814900
9/16/2016 16:00:00,118.51,119.14,118.12,118.25,12408779
9/19/2016 16:00:00,118.36,118.66,117.64,117.66,5457633
9/20/2016 16:00:00,118.17,118.24,117.69,117.95,5187716
9/21/2016 16:00:00,117.95,119,117.64,118.91,6337082
9/22/2016 16:00:00,119.25,119.84,119.14,119.46,5340391
9/23/2016 16:00:00,119.41,119.6,118.71,118.81,4772980
9/26/2016 16:00:00,118.63,118.64,117.56,117.78,5998839
9/27/2016 16:00:00,118.39,119.22,117.72,119.22,5349466
9/28/2016 16:00:00,119.05,119.52,118.81,119.39,5075991
9/29/2016 16:00:00,118.88,119.27,117.04,117.27,6189865
9/30/2016 16:00:00,117.78,118.62,117.39,118.13,7941065
10/03/2016 16:00,118,119.01,117.43,118.81,6098039
10/04/2016 16:00,118.84,119.48,118.28,118.82,5733918
10/05/2016 16:00,119.22,119.44,118.6,119.18,5778691
10/06/2016 16:00,118.5,118.85,117.92,118.75,4448450
10/07/2016 16:00,119.17,119.57,118.69,119.24,4799241
10/10/2016 16:00,119.51,120.2,119.35,119.8,3657049
10/11/2016 16:00,119.41,119.63,117.06,117.64,6394155
10/12/2016 16:00,117.96,118.43,117.5,117.97,4686022
10/13/2016 16:00:00,117.54,119.2,117.28,118.26,7387365
10/14/2016 16:00:00,118.5,118.8,117.56,117.56,5639972
10/17/2016 16:00:00,117.5,118.55,117.5,118.49,6954275
10/18/2016 16:00:00,117.38,118.48,115.16,115.41,12597352
10/19/2016 16:00:00,115.57,115.89,114.46,114.59,7400935
10/20/2016 16:00:00,114.83,115.7,114.59,114.87,6972999
10/21/2016 16:00:00,114.11,114.24,112.99,113.44,8421932
10/24/2016 16:00:00,113.93,114.19,113.44,113.61,6141858
10/25/2016 16:00:00,113.64,114.16,113.09,113.96,5594979
10/26/2016 16:00:00,113.64,115.22,113.6,114.56,6429155
10/27/2016 16:00:00,114.98,116.55,114.79,115.7,7548667
10/28/2016 16:00:00,115.82,115.91,114.57,115.33,8813104
10/31/2016 16:00:00,115.28,116.23,114.5,115.99,8552528
11/01/2016 16:00,114.76,115.94,114.63,115.34,7591930
11/02/2016 16:00,115.52,115.76,114.83,114.86,6591313
11/03/2016 16:00,114.88,115.44,114.75,115.03,6227110
11/04/2016 16:00,115.04,115.94,115.04,115.11,7160570
11/07/2016 16:00,115.89,116.72,115.84,116.66,6398102
11/08/2016 16:00,116.48,117.57,116.47,117.05,6674973
11/09/2016 16:00,120,122.5,118.1,120.31,16219283
11/10/2016 16:00,120.77,121.1,119.02,119.54,11904470
11/11/2016 16:00,119.49,119.49,118.13,118.47,8118763
11/14/2016 16:00:00,118.58,118.99,116.5,116.6,10054855
11/15/2016 16:00:00,116.4,116.69,115.82,116.32,7446670
11/16/2016 16:00:00,116.65,116.78,116.08,116.36,6594378
11/17/2016 16:00:00,116.68,116.68,116.12,116.57,5730229
11/18/2016 16:00:00,115.79,115.92,114.81,115.36,7717773
